"product_id","category","units_sold","price"
"P0133","Clothing",79,"69.77"
"P0096","Toys",91,"84.64"
"P0016","Clothing",171,"17.61"
"P0031","Electronics",87,"30.84"
"P0159","Electronics",57,"50.55"
"P0129","Furniture",122,"81.28"
"P0116","Furniture",102,"35.09"
"P0070","Electronics",92,"76.74"
"P0171","Electronics",37,"83.41"
"P0046","Clothing",131,"55.84"
"P0067","Furniture",57,"63.46"
"P0166","Groceries",97,"30.22"
"P0079","Furniture",74,"85.55"
"P0187","Clothing",92,"36.64"
"P0178","Clothing",156,"71.49"
"P0057","Clothing",50,"43.49"
"P0083","Toys",62,"86.1"
"P0125","Clothing",57,"94.34"
"P0017","Toys",127,"60.06"
"P0149","Furniture",137,"91.96"
"P0094","Groceries",121,"77.68"
"P0066","Clothing",126,"68.5"
"P0061","Clothing",77,"97.17"
"P0085","Electronics",91,"48.75"
"P0068","Electronics",131,"30"
"P0126","Clothing",22,"83.29"
"P0133","Clothing",99,"92.17"
"P0096","Toys",117,"18.25"
"P0016","Clothing",133,"20.01"
"P0159","Electronics",49,"22.57"
"P0116","Furniture",64,"91.5"
"P0070","Electronics",62,"18.13"
"P0171","Electronics",49,"47.16"
"P0175","Electronics",81,"86.49"
"P0046","Clothing",79,"90.39"
"P0067","Furniture",59,"14.83"
"P0183","Electronics",102,"27.52"
"P0166","Groceries",98,"11.54"
"P0079","Furniture",139,"51.07"
"P0178","Clothing",122,"52.72"
"P0057","Clothing",141,"33.08"
"P0083","Toys",53,"29.31"
"P0069","Clothing",180,"89.56"
"P0125","Clothing",76,"19.56"
"P0017","Toys",130,"42.26"
"P0149","Furniture",81,"36.28"
"P0094","Groceries",118,"85.48"
"P0066","Clothing",96,"57.82"
"P0061","Clothing",115,"32.21"
"P0068","Electronics",111,"97.58"
"P0126","Clothing",104,"58.45"
"P0133","Clothing",59,"21.43"
"P0096","Toys",84,"90.3"
"P0016","Clothing",64,"20.63"
"P0031","Electronics",70,"85.71"
"P0159","Electronics",137,"34.04"
"P0116","Furniture",107,"91.81"
"P0070","Electronics",119,"45.55"
"P0175","Electronics",50,"60.77"
"P0067","Furniture",61,"15.37"
"P0183","Electronics",37,"80.6"
"P0166","Groceries",125,"84.51"
"P0079","Furniture",73,"66.35"
"P0187","Clothing",105,"34.31"
"P0057","Clothing",125,"45.08"
"P0153","Furniture",112,"60.53"
"P0083","Toys",51,"72.05"
"P0069","Clothing",44,"53.13"
"P0125","Clothing",103,"14.49"
"P0017","Toys",90,"19.69"
"P0149","Furniture",133,"44.01"
"P0094","Groceries",110,"50.41"
"P0066","Clothing",57,"69.9"
"P0061","Clothing",110,"25.03"
"P0085","Electronics",53,"49.5"
"P0068","Electronics",106,"48.41"
"P0126","Clothing",123,"18.39"
"P0133","Clothing",107,"61.01"
"P0016","Clothing",80,"94.95"
"P0031","Electronics",116,"93.05"
"P0159","Electronics",108,"36.11"
"P0116","Furniture",61,"33.7"
"P0070","Electronics",120,"86.4"
"P0171","Electronics",48,"51.01"
"P0175","Electronics",42,"32.64"
"P0046","Clothing",75,"95.48"
"P0166","Groceries",68,"18.49"
"P0079","Furniture",111,"76.38"
"P0178","Clothing",33,"49.07"
"P0057","Clothing",64,"71.79"
"P0083","Toys",94,"21.14"
"P0069","Clothing",43,"51.42"
"P0125","Clothing",86,"53.17"
"P0094","Groceries",82,"21.67"
"P0066","Clothing",146,"69.38"
"P0061","Clothing",104,"45.63"
"P0085","Electronics",69,"78.91"
"P0068","Electronics",92,"56.83"
"P0133","Clothing",78,"35.99"
"P0016","Clothing",115,"15.31"
"P0031","Electronics",48,"15.15"
"P0159","Electronics",87,"54.23"
"P0129","Furniture",144,"42.14"
"P0116","Furniture",100,"91.82"
"P0070","Electronics",111,"69.69"
"P0171","Electronics",31,"57.99"
"P0175","Electronics",112,"53.96"
"P0046","Clothing",54,"20.27"
"P0067","Furniture",136,"32.89"
"P0166","Groceries",105,"39.85"
"P0079","Furniture",89,"93.13"
"P0187","Clothing",51,"88.41"
"P0178","Clothing",92,"10.4"
"P0057","Clothing",96,"66.8"
"P0153","Furniture",71,"42.67"
"P0083","Toys",92,"89.6"
"P0069","Clothing",134,"98.63"
"P0125","Clothing",77,"16.64"
"P0017","Toys",116,"34.97"
"P0149","Furniture",94,"55.69"
"P0094","Groceries",39,"29.07"
"P0066","Clothing",72,"21.38"
"P0061","Clothing",113,"87.51"
"P0085","Electronics",109,"48.06"
"P0068","Electronics",55,"68.02"
"P0126","Clothing",83,"82.74"
"P0133","Clothing",66,"14.85"
"P0016","Clothing",128,"88.16"
"P0031","Electronics",130,"50.32"
"P0159","Electronics",100,"88.39"
"P0129","Furniture",31,"76.52"
"P0116","Furniture",90,"48.14"
"P0070","Electronics",43,"13.14"
"P0171","Electronics",135,"75.86"
"P0175","Electronics",67,"48.31"
"P0067","Furniture",115,"97.34"
"P0166","Groceries",79,"84.61"
"P0079","Furniture",157,"66.61"
"P0187","Clothing",76,"27.82"
"P0178","Clothing",91,"53.36"
"P0057","Clothing",88,"98.47"
"P0153","Furniture",149,"72.24"
"P0069","Clothing",146,"69.3"
"P0125","Clothing",156,"26.57"
"P0017","Toys",135,"29.99"
"P0149","Furniture",43,"55.76"
"P0094","Groceries",114,"60.98"
"P0061","Clothing",118,"60.45"
"P0085","Electronics",196,"95.5"
"P0133","Clothing",65,"69.9"
"P0016","Clothing",83,"94.97"
"P0031","Electronics",182,"80.24"
"P0129","Furniture",109,"95.07"
"P0116","Furniture",128,"96.58"
"P0070","Electronics",51,"83.35"
"P0171","Electronics",46,"34.95"
"P0175","Electronics",92,"42.73"
"P0046","Clothing",90,"20.1"
"P0067","Furniture",132,"83.28"
"P0183","Electronics",74,"41.2"
"P0079","Furniture",41,"30.88"
"P0178","Clothing",139,"35.55"
"P0153","Furniture",39,"18.53"
"P0083","Toys",100,"88.37"
"P0069","Clothing",76,"83.93"
"P0017","Toys",49,"72.7"
"P0149","Furniture",171,"21.25"
"P0094","Groceries",111,"29.57"
"P0066","Clothing",100,"87.09"
"P0061","Clothing",73,"86.35"
"P0085","Electronics",55,"56.41"
"P0068","Electronics",108,"13.25"
"P0126","Clothing",169,"74.81"
"P0096","Toys",93,"86.92"
"P0016","Clothing",130,"86.96"
"P0031","Electronics",117,"94.95"
"P0159","Electronics",155,"43.56"
"P0129","Furniture",127,"84.8"
"P0116","Furniture",85,"69.13"
"P0070","Electronics",56,"42.66"
"P0171","Electronics",40,"90.75"
"P0175","Electronics",72,"67.23"
"P0046","Clothing",69,"30.09"
"P0067","Furniture",131,"56.96"
"P0183","Electronics",103,"37.16"
"P0166","Groceries",141,"66.07"
"P0187","Clothing",88,"83.96"
"P0178","Clothing",71,"48.01"
"P0057","Clothing",88,"39.12"
"P0153","Furniture",97,"87"
"P0083","Toys",89,"45.32"
"P0069","Clothing",111,"16.33"
"P0125","Clothing",82,"80.26"
"P0017","Toys",128,"12.44"
"P0149","Furniture",122,"60.47"
"P0094","Groceries",75,"81.3"
"P0066","Clothing",112,"84.02"
"P0061","Clothing",99,"63.24"
"P0085","Electronics",76,"13.25"
"P0068","Electronics",121,"54.59"
"P0126","Clothing",88,"49.81"
"P0133","Clothing",12,"70.73"
"P0016","Clothing",129,"98.34"
"P0031","Electronics",116,"19.51"
"P0159","Electronics",69,"26.98"
"P0070","Electronics",118,"87.48"
"P0171","Electronics",64,"99.44"
"P0175","Electronics",150,"21.08"
"P0046","Clothing",53,"26.03"
"P0067","Furniture",160,"35.05"
"P0183","Electronics",134,"31.27"
"P0166","Groceries",112,"12.59"
"P0079","Furniture",137,"70.32"
"P0187","Clothing",50,"94.78"
"P0178","Clothing",64,"45.85"
"P0057","Clothing",70,"94.87"
"P0153","Furniture",101,"78.23"
"P0083","Toys",90,"13.99"
"P0017","Toys",74,"48.54"
"P0149","Furniture",91,"87.45"
"P0066","Clothing",105,"89.36"
"P0061","Clothing",129,"33.72"
"P0085","Electronics",75,"13.08"
"P0068","Electronics",103,"58.17"
"P0096","Toys",100,"78.65"
"P0016","Clothing",46,"77.77"
"P0031","Electronics",95,"50.18"
"P0159","Electronics",122,"51.24"
"P0129","Furniture",37,"70.32"
"P0070","Electronics",102,"86.4"
"P0067","Furniture",202,"64.65"
"P0183","Electronics",134,"92.23"
"P0166","Groceries",140,"41.04"
"P0187","Clothing",204,"21.95"
"P0057","Clothing",117,"46.26"
"P0083","Toys",98,"66.92"
"P0069","Clothing",80,"23.93"
"P0125","Clothing",86,"61.09"
"P0017","Toys",109,"97.21"
"P0149","Furniture",93,"45.15"
"P0094","Groceries",100,"16.87"
"P0085","Electronics",99,"44.26"
"P0068","Electronics",84,"43.73"
"P0126","Clothing",95,"11.21"
"P0096","Toys",61,"37.53"
"P0031","Electronics",97,"21.57"
"P0159","Electronics",67,"24.75"
"P0129","Furniture",58,"67.9"
"P0116","Furniture",118,"48"
"P0175","Electronics",117,"16.84"
"P0067","Furniture",135,"94.18"
"P0166","Groceries",145,"41.3"
"P0079","Furniture",88,"75.73"
"P0187","Clothing",157,"65.33"
"P0178","Clothing",86,"16.56"
"P0153","Furniture",85,"51.08"
"P0069","Clothing",66,"38.14"
"P0125","Clothing",99,"29.65"
"P0149","Furniture",43,"81.52"
"P0094","Groceries",67,"62.73"
"P0066","Clothing",86,"26.24"
"P0061","Clothing",144,"77.35"
"P0085","Electronics",103,"54.82"
"P0068","Electronics",80,"37.06"
"P0126","Clothing",55,"72.42"
"P0133","Clothing",58,"42.15"
"P0096","Toys",101,"85.85"
"P0016","Clothing",148,"41.52"
"P0031","Electronics",148,"46.25"
"P0159","Electronics",129,"57.98"
"P0129","Furniture",92,"46.94"
"P0116","Furniture",79,"70.52"
"P0070","Electronics",71,"28.34"
"P0171","Electronics",95,"52.98"
"P0175","Electronics",45,"57.99"
"P0046","Clothing",142,"60.71"
"P0067","Furniture",32,"39.64"
"P0183","Electronics",138,"69.9"
"P0166","Groceries",67,"49"
"P0079","Furniture",173,"93.33"
"P0187","Clothing",58,"92.32"
"P0178","Clothing",130,"48.26"
"P0083","Toys",195,"64.87"
"P0125","Clothing",72,"19.76"
"P0017","Toys",77,"40.96"
"P0149","Furniture",57,"87.17"
"P0094","Groceries",29,"42.88"
"P0066","Clothing",51,"42.89"
"P0061","Clothing",109,"44.92"
"P0085","Electronics",74,"14.53"
"P0068","Electronics",50,"37.67"
"P0126","Clothing",82,"90.07"
"P0133","Clothing",51,"33.63"
"P0096","Toys",169,"62.75"
"P0016","Clothing",86,"70"
"P0159","Electronics",90,"42.29"
"P0129","Furniture",55,"32.26"
"P0116","Furniture",126,"36.81"
"P0171","Electronics",77,"38.42"
"P0175","Electronics",48,"76.79"
"P0046","Clothing",57,"46.07"
"P0183","Electronics",127,"19.5"
"P0166","Groceries",88,"19.35"
"P0187","Clothing",62,"44.01"
"P0178","Clothing",78,"89.37"
"P0153","Furniture",72,"68.65"
"P0083","Toys",118,"41.02"
"P0069","Clothing",82,"48.63"
"P0017","Toys",128,"36.45"
"P0149","Furniture",44,"29.4"
"P0094","Groceries",115,"91.03"
"P0066","Clothing",141,"38.91"
"P0085","Electronics",42,"80.06"
"P0068","Electronics",84,"10.07"
"P0126","Clothing",120,"59.93"
"P0133","Clothing",96,"91.1"
"P0096","Toys",124,"70.92"
"P0016","Clothing",83,"98.9"
"P0031","Electronics",109,"32.93"
"P0159","Electronics",66,"10.26"
"P0129","Furniture",139,"87.45"
"P0116","Furniture",33,"22.48"
"P0070","Electronics",72,"49.26"
"P0175","Electronics",77,"46.96"
"P0046","Clothing",65,"23.47"
"P0067","Furniture",103,"37.8"
"P0183","Electronics",44,"59.53"
"P0166","Groceries",100,"69.02"
"P0079","Furniture",108,"50.73"
"P0178","Clothing",57,"91.67"
"P0057","Clothing",138,"15.6"
"P0153","Furniture",100,"44.52"
"P0083","Toys",124,"95.93"
"P0069","Clothing",83,"74.44"
"P0125","Clothing",125,"66.73"
"P0017","Toys",183,"54.17"
"P0149","Furniture",64,"29.77"
"P0094","Groceries",80,"47.53"
"P0061","Clothing",100,"11.14"
"P0068","Electronics",92,"92.41"
"P0126","Clothing",109,"84.24"
"P0096","Toys",86,"72.52"
"P0016","Clothing",57,"68.84"
"P0116","Furniture",111,"55.2"
"P0070","Electronics",58,"32.33"
"P0171","Electronics",108,"80.75"
"P0175","Electronics",66,"10.27"
"P0046","Clothing",142,"69.19"
"P0067","Furniture",55,"89.31"
"P0183","Electronics",135,"29.9"
"P0079","Furniture",105,"52.26"
"P0187","Clothing",71,"90.96"
"P0178","Clothing",120,"42.57"
"P0057","Clothing",85,"48.69"
"P0153","Furniture",109,"68.94"
"P0083","Toys",0,"28.75"
"P0069","Clothing",84,"14.63"
"P0017","Toys",97,"35.7"
"P0149","Furniture",80,"39.24"
"P0094","Groceries",80,"94.32"
"P0066","Clothing",62,"18.54"
"P0061","Clothing",32,"31.21"
"P0085","Electronics",82,"26.91"
"P0068","Electronics",58,"87.75"
"P0126","Clothing",31,"71.61"
"P0133","Clothing",89,"72.26"
"P0016","Clothing",65,"40.94"
"P0031","Electronics",80,"25.41"
"P0159","Electronics",97,"81.66"
"P0129","Furniture",116,"38.59"
"P0116","Furniture",109,"25.16"
"P0070","Electronics",99,"89.25"
"P0171","Electronics",32,"43.25"
"P0175","Electronics",80,"45.29"
"P0046","Clothing",109,"76.37"
"P0067","Furniture",74,"33.79"
"P0183","Electronics",118,"40.25"
"P0166","Groceries",107,"48.8"
"P0079","Furniture",112,"76.32"
"P0187","Clothing",15,"27.18"
"P0178","Clothing",42,"73.78"
"P0057","Clothing",134,"60.24"
"P0153","Furniture",101,"99.45"
"P0083","Toys",140,"30.21"
"P0069","Clothing",65,"79.72"
"P0125","Clothing",135,"75.55"
"P0017","Toys",113,"90.94"
"P0094","Groceries",69,"48.99"
"P0066","Clothing",139,"70.45"
"P0061","Clothing",39,"73.3"
"P0085","Electronics",96,"63.33"
"P0126","Clothing",69,"10.95"
"P0096","Toys",83,"80.73"
"P0016","Clothing",181,"21.21"
"P0031","Electronics",123,"40.17"
"P0159","Electronics",179,"59.32"
"P0129","Furniture",31,"49.62"
"P0116","Furniture",38,"73.84"
"P0070","Electronics",63,"20.37"
"P0171","Electronics",45,"95.16"
"P0175","Electronics",85,"84.55"
"P0046","Clothing",168,"80.96"
"P0067","Furniture",135,"17.39"
"P0183","Electronics",158,"88.52"
"P0166","Groceries",84,"27.8"
"P0079","Furniture",61,"80.83"
"P0187","Clothing",121,"63.22"
"P0178","Clothing",108,"17.44"
"P0057","Clothing",66,"46.55"
"P0153","Furniture",91,"17.18"
"P0069","Clothing",75,"42.28"
"P0125","Clothing",138,"55.39"
"P0017","Toys",105,"50.84"
"P0149","Furniture",124,"37.84"
"P0094","Groceries",144,"85.26"
"P0066","Clothing",136,"28.95"
"P0061","Clothing",96,"49.93"
"P0068","Electronics",133,"53.5"
"P0126","Clothing",78,"54.85"
"P0133","Clothing",65,"41.11"
"P0096","Toys",141,"78.19"
"P0016","Clothing",151,"60.44"
"P0031","Electronics",142,"22.62"
"P0159","Electronics",107,"29.72"
"P0129","Furniture",74,"40.98"
"P0116","Furniture",121,"68.89"
"P0171","Electronics",85,"95.34"
"P0046","Clothing",138,"62.76"
"P0067","Furniture",54,"77.02"
"P0183","Electronics",78,"19.4"
"P0166","Groceries",118,"65.09"
"P0079","Furniture",89,"13.29"
"P0187","Clothing",61,"49.04"
"P0178","Clothing",127,"54.99"
"P0057","Clothing",105,"38.48"
"P0153","Furniture",148,"60.34"
"P0083","Toys",84,"71.24"
"P0069","Clothing",38,"19.4"
"P0125","Clothing",63,"82.51"
"P0017","Toys",68,"94.42"
"P0149","Furniture",105,"46.53"
"P0094","Groceries",84,"72.3"
"P0066","Clothing",100,"70.88"
"P0061","Clothing",15,"93.17"
"P0085","Electronics",17,"71.58"
"P0068","Electronics",185,"58.09"
"P0126","Clothing",27,"27.35"
"P0133","Clothing",171,"54.96"
"P0096","Toys",67,"39.28"
"P0016","Clothing",115,"48.08"
"P0031","Electronics",92,"45.65"
"P0159","Electronics",18,"66.79"
"P0129","Furniture",109,"92.46"
"P0116","Furniture",100,"28.67"
"P0070","Electronics",143,"71.55"
"P0175","Electronics",68,"70.57"
"P0046","Clothing",100,"78.15"
"P0067","Furniture",112,"41.21"
"P0183","Electronics",54,"58.43"
"P0166","Groceries",142,"22.69"
"P0079","Furniture",91,"34.88"
"P0187","Clothing",88,"68"
"P0178","Clothing",136,"47.6"
"P0057","Clothing",90,"36.7"
"P0153","Furniture",111,"99.61"
"P0069","Clothing",107,"20.68"
"P0125","Clothing",125,"19.01"
"P0017","Toys",92,"17.43"
"P0149","Furniture",148,"18.82"
"P0094","Groceries",81,"68.4"
"P0066","Clothing",67,"41.31"
"P0061","Clothing",113,"59.15"
"P0085","Electronics",54,"81.48"
"P0126","Clothing",46,"61.85"
"P0133","Clothing",161,"33.82"
"P0096","Toys",148,"17.29"
"P0016","Clothing",102,"19.33"
"P0159","Electronics",127,"66.92"
"P0129","Furniture",86,"70.43"
"P0116","Furniture",77,"89.92"
"P0070","Electronics",108,"25.01"
"P0171","Electronics",104,"34.34"
"P0175","Electronics",70,"22.62"
"P0046","Clothing",136,"19.97"
"P0067","Furniture",96,"79.71"
"P0183","Electronics",155,"47.11"
"P0079","Furniture",122,"94.52"
"P0187","Clothing",96,"51.99"
"P0178","Clothing",142,"88.07"
"P0057","Clothing",59,"38.48"
"P0153","Furniture",138,"34.07"
"P0083","Toys",78,"16.13"
"P0125","Clothing",128,"36.9"
"P0017","Toys",18,"91.1"
"P0149","Furniture",101,"74.49"
"P0094","Groceries",103,"22.38"
"P0066","Clothing",139,"84.04"
"P0061","Clothing",48,"45.2"
"P0085","Electronics",72,"90.36"
"P0126","Clothing",75,"62.68"
"P0096","Toys",102,"92.74"
"P0031","Electronics",91,"85.64"
"P0159","Electronics",96,"41.49"
"P0129","Furniture",73,"18.73"
"P0116","Furniture",117,"65.59"
"P0070","Electronics",54,"55.22"
"P0171","Electronics",108,"23.13"
"P0175","Electronics",157,"41.69"
"P0046","Clothing",82,"22.29"
"P0067","Furniture",128,"56.96"
"P0183","Electronics",106,"72.03"
"P0166","Groceries",58,"91.33"
"P0079","Furniture",61,"38.73"
"P0178","Clothing",112,"37.76"
"P0057","Clothing",112,"14.34"
"P0153","Furniture",100,"59.1"
"P0083","Toys",70,"32.66"
"P0069","Clothing",88,"94.42"
"P0125","Clothing",56,"65.96"
"P0017","Toys",85,"46.02"
"P0149","Furniture",80,"74.51"
"P0066","Clothing",122,"86.35"
"P0126","Clothing",51,"14.07"
"P0133","Clothing",51,"51.58"
"P0096","Toys",80,"46.47"
"P0016","Clothing",117,"74.36"
"P0031","Electronics",91,"52.81"
"P0159","Electronics",104,"52.04"
"P0129","Furniture",134,"25.84"
"P0116","Furniture",91,"79.81"
"P0070","Electronics",47,"54.63"
"P0171","Electronics",88,"70.7"
"P0175","Electronics",117,"82.99"
"P0046","Clothing",0,"13.55"
"P0183","Electronics",67,"33.12"
"P0166","Groceries",132,"80.6"
"P0079","Furniture",99,"94.17"
"P0187","Clothing",124,"58.14"
"P0178","Clothing",102,"57.77"
"P0057","Clothing",107,"91.96"
"P0153","Furniture",52,"84.95"
"P0069","Clothing",107,"94.76"
"P0125","Clothing",122,"37.99"
"P0149","Furniture",105,"60.63"
"P0094","Groceries",116,"64.07"
"P0061","Clothing",114,"34.09"
"P0085","Electronics",95,"86.97"
"P0068","Electronics",116,"69.35"
"P0126","Clothing",78,"78.49"
"P0133","Clothing",134,"63.6"
"P0096","Toys",32,"22.54"
"P0016","Clothing",58,"52.12"
"P0031","Electronics",74,"76.88"
"P0159","Electronics",82,"74.57"
"P0129","Furniture",94,"24.75"
"P0116","Furniture",78,"83.57"
"P0070","Electronics",109,"81.77"
"P0171","Electronics",104,"78.12"
"P0175","Electronics",78,"97.72"
"P0067","Furniture",106,"76.62"
"P0166","Groceries",88,"32.97"
"P0079","Furniture",95,"36.11"
"P0187","Clothing",72,"27.19"
"P0178","Clothing",108,"17.01"
"P0057","Clothing",103,"87.21"
"P0153","Furniture",81,"53.6"
"P0083","Toys",107,"79.1"
"P0069","Clothing",144,"67.74"
"P0017","Toys",44,"47.67"
"P0149","Furniture",67,"93.08"
"P0094","Groceries",101,"59.61"
"P0066","Clothing",78,"41.71"
"P0085","Electronics",65,"78.15"
"P0126","Clothing",45,"25.52"
"P0133","Clothing",57,"40.08"
"P0096","Toys",137,"93.41"
"P0031","Electronics",142,"55.61"
"P0159","Electronics",123,"83.01"
"P0129","Furniture",42,"54.76"
"P0116","Furniture",73,"34.92"
"P0070","Electronics",170,"98.74"
"P0171","Electronics",64,"41.76"
"P0175","Electronics",93,"90.8"
"P0067","Furniture",92,"98.34"
"P0183","Electronics",60,"42.66"
"P0166","Groceries",156,"52.75"
"P0079","Furniture",174,"56.84"
"P0187","Clothing",53,"55"
"P0153","Furniture",118,"33.26"
"P0083","Toys",90,"96.93"
"P0069","Clothing",74,"93.43"
"P0125","Clothing",34,"34.44"
"P0017","Toys",116,"83.21"
"P0094","Groceries",87,"64.56"
"P0066","Clothing",85,"27.94"
"P0061","Clothing",81,"87.35"
"P0085","Electronics",45,"73.7"
"P0133","Clothing",121,"85.56"
"P0096","Toys",93,"81.47"
"P0031","Electronics",116,"88.01"
"P0129","Furniture",147,"40.9"
"P0070","Electronics",36,"16.3"
"P0171","Electronics",65,"47.69"
"P0046","Clothing",63,"70.73"
"P0067","Furniture",106,"43.28"
"P0183","Electronics",66,"69.37"
"P0166","Groceries",80,"88.32"
"P0079","Furniture",138,"29.8"
"P0057","Clothing",116,"30.2"
"P0153","Furniture",82,"22.12"
"P0069","Clothing",82,"40.83"
"P0125","Clothing",131,"20.16"
"P0017","Toys",110,"47.36"
"P0094","Groceries",80,"31.96"
"P0066","Clothing",96,"75.54"
"P0061","Clothing",70,"65.95"
"P0068","Electronics",14,"48.52"
"P0126","Clothing",66,"74.61"
"P0133","Clothing",64,"33.4"
"P0096","Toys",155,"42.43"
"P0016","Clothing",103,"65.65"
"P0031","Electronics",111,"72.65"
"P0159","Electronics",90,"97.69"
"P0129","Furniture",165,"26.9"
"P0116","Furniture",138,"61.61"
"P0070","Electronics",82,"74.65"
"P0171","Electronics",3,"41.7"
"P0175","Electronics",101,"50.32"
"P0067","Furniture",112,"88.54"
"P0166","Groceries",165,"25.53"
"P0079","Furniture",70,"40.23"
"P0187","Clothing",79,"27.15"
"P0178","Clothing",118,"82.44"
"P0153","Furniture",81,"78.28"
"P0083","Toys",89,"38.05"
"P0069","Clothing",85,"25.81"
"P0125","Clothing",65,"61.3"
"P0017","Toys",64,"96.7"
"P0149","Furniture",85,"13.57"
"P0094","Groceries",90,"23.43"
"P0066","Clothing",91,"53.22"
"P0061","Clothing",50,"18.77"
"P0085","Electronics",83,"93.74"
"P0068","Electronics",77,"34.7"
"P0126","Clothing",85,"79.07"
"P0133","Clothing",124,"48.98"
"P0096","Toys",97,"49.08"
"P0016","Clothing",72,"90.33"
"P0031","Electronics",74,"58.96"
"P0159","Electronics",124,"96.85"
"P0129","Furniture",91,"71.32"
"P0070","Electronics",101,"99.08"
"P0171","Electronics",75,"65.54"
"P0175","Electronics",101,"46.13"
"P0067","Furniture",99,"29.44"
"P0183","Electronics",113,"54.16"
"P0166","Groceries",229,"89.17"
"P0079","Furniture",89,"98.85"
"P0187","Clothing",107,"82.02"
"P0057","Clothing",113,"36.63"
"P0153","Furniture",93,"35.01"
"P0083","Toys",75,"80.9"
"P0069","Clothing",124,"96.39"
"P0125","Clothing",86,"28.36"
"P0017","Toys",108,"54.64"
"P0149","Furniture",76,"37.6"
"P0094","Groceries",115,"26.92"
"P0066","Clothing",120,"90.28"
"P0085","Electronics",62,"89.96"
"P0068","Electronics",73,"89.05"
"P0126","Clothing",111,"18.1"
"P0133","Clothing",87,"92.1"
"P0096","Toys",145,"53.57"
"P0016","Clothing",95,"45.44"
"P0031","Electronics",93,"65.2"
"P0159","Electronics",77,"88.97"
"P0129","Furniture",57,"51.4"
"P0116","Furniture",58,"28.12"
"P0070","Electronics",143,"72.47"
"P0171","Electronics",92,"60.73"
"P0175","Electronics",116,"65.22"
"P0046","Clothing",87,"72.85"
"P0067","Furniture",67,"98.66"
"P0183","Electronics",76,"77.58"
"P0166","Groceries",75,"10.63"
"P0079","Furniture",76,"85.98"
"P0178","Clothing",127,"46.29"
"P0057","Clothing",79,"65.67"
"P0153","Furniture",100,"57.68"
"P0083","Toys",111,"62.81"
"P0069","Clothing",121,"70.14"
"P0125","Clothing",161,"50.89"
"P0149","Furniture",77,"58.99"
"P0094","Groceries",84,"22.07"
"P0066","Clothing",56,"78.03"
"P0061","Clothing",113,"47.5"
"P0085","Electronics",183,"68.51"
"P0068","Electronics",111,"82.45"
"P0126","Clothing",146,"82.65"
"P0133","Clothing",58,"36.81"
"P0096","Toys",44,"51.55"
"P0016","Clothing",81,"58.5"
"P0031","Electronics",108,"45.03"
"P0159","Electronics",73,"15.26"
"P0116","Furniture",106,"84.16"
"P0070","Electronics",97,"40.91"
"P0171","Electronics",89,"14.96"
"P0175","Electronics",51,"81.44"
"P0046","Clothing",62,"48.79"
"P0067","Furniture",115,"98.09"
"P0183","Electronics",94,"47.15"
"P0166","Groceries",65,"34.44"
"P0079","Furniture",116,"22.06"
"P0187","Clothing",119,"22.14"
"P0178","Clothing",121,"44.91"
"P0057","Clothing",81,"82.65"
"P0153","Furniture",68,"11.87"
"P0083","Toys",68,"66.93"
"P0069","Clothing",98,"60.59"
"P0125","Clothing",132,"89.64"
"P0017","Toys",49,"23.32"
"P0149","Furniture",105,"69.73"
"P0094","Groceries",78,"29.72"
"P0066","Clothing",139,"41.51"
"P0061","Clothing",106,"48.04"
"P0085","Electronics",132,"53.01"
"P0068","Electronics",47,"55.35"
"P0126","Clothing",114,"90.48"
"P0133","Clothing",84,"27.48"
"P0096","Toys",94,"84.47"
"P0016","Clothing",145,"54.5"
"P0031","Electronics",110,"60.72"
"P0159","Electronics",88,"57.98"
"P0129","Furniture",118,"76.75"
"P0116","Furniture",71,"28.45"
"P0070","Electronics",123,"50.41"
"P0171","Electronics",54,"72.49"
"P0175","Electronics",101,"82.03"
"P0046","Clothing",92,"77"
"P0067","Furniture",81,"12.33"
"P0183","Electronics",76,"74.08"
"P0166","Groceries",116,"59.67"
"P0079","Furniture",100,"71.89"
"P0178","Clothing",117,"69.45"
"P0057","Clothing",115,"34.51"
"P0153","Furniture",100,"91.34"
"P0083","Toys",110,"63.23"
"P0125","Clothing",143,"77.77"
"P0017","Toys",94,"66.78"
"P0149","Furniture",66,"64.19"
"P0094","Groceries",98,"55.05"
"P0066","Clothing",91,"88.52"
"P0061","Clothing",86,"77.78"
"P0085","Electronics",83,"10.76"
"P0068","Electronics",48,"83.98"
"P0126","Clothing",127,"25.36"
"P0133","Clothing",96,"10.2"
"P0096","Toys",52,"19.7"
"P0016","Clothing",51,"51.57"
"P0031","Electronics",46,"42.07"
"P0159","Electronics",112,"93.52"
"P0129","Furniture",69,"55.96"
"P0116","Furniture",93,"24.84"
"P0070","Electronics",84,"13.34"
"P0171","Electronics",73,"61.1"
"P0175","Electronics",109,"10.48"
"P0046","Clothing",53,"96.38"
"P0067","Furniture",77,"62.36"
"P0183","Electronics",102,"51.91"
"P0166","Groceries",77,"19.5"
"P0079","Furniture",113,"86.14"
"P0178","Clothing",69,"56.9"
"P0057","Clothing",31,"94.32"
"P0153","Furniture",80,"14.15"
"P0083","Toys",133,"73.94"
"P0069","Clothing",89,"69.34"
"P0125","Clothing",69,"98.19"
"P0017","Toys",81,"37.2"
"P0149","Furniture",104,"78.71"
"P0094","Groceries",72,"43.71"
"P0066","Clothing",75,"63.47"
"P0061","Clothing",92,"76.98"
